"id","address","region","village","takeup_survey","age","male","delay","intensive","info_none","intensive.nondelay.peers","n.peers","agpop","educ","rice_inc","ricearea_2010","disaster_loss","insurance_repay","insurance_buy","disaster_prob","general_trust","default","info_takeup_rate","info_takeup_list","understanding","day","risk_averse","literacy","educ_good","reveal","disaster_yes","G"
1116297,"dukou41",1,"dukou",1,54,1,0,0,1,1,5,3,1,100,15,NA,0,0,20,1,1,0,0,0.400000005960464,5,0,1,0,0,0,1
1116298,"dukou41",1,"dukou",0,59,1,0,1,1,0,1,6,1,90,9,20,0,0,20,1,1,0,0,0,5,0,1,0,0,1,0
1116306,"dukou41",1,"dukou",0,45,1,0,1,1,1,2,4,0,70,17,30,1,0,50,1,1,0,0,0,5,0,0,0,1,1,1
1116308,"dukou41",1,"dukou",1,61,1,0,0,1,1,2,5,1,60,7,10,0,1,20,1,1,0,0,0.400000005960464,5,0,1,0,0,1,1
1116309,"dukou41",1,"dukou",0,50,1,1,1,0,0,5,6,2,100,30,NA,0,1,0,1,1,1,0,1,9,0.199999988079071,1,1,NA,1,0
1116310,"dukou41",1,"dukou",0,63,1,1,1,0,1,3,7,0,30,8,NA,0,1,0,1,1,1,0,0.200000002980232,9,0.199999988079071,0,0,NA,0,1
1116311,"dukou41",1,"dukou",1,48,1,1,0,1,2,5,2,1,70,15,NA,0,0,50,1,1,0,0,1,9,0.200000002980232,1,0,NA,NA,1
1116313,"dukou41",1,"dukou",1,70,1,1,0,0,0,4,6,2,70,12,NA,1,1,40,1,1,0,1,0.600000023841858,9,0.600000023841858,1,1,NA,NA,0
1116315,"dukou41",1,"dukou",1,40,1,1,0,1,0,4,4,2,80,10,NA,0,0,10,1,1,0,0,0.600000023841858,9,0.199999988079071,1,1,NA,0,0
1116320,"dukou42",1,"dukou",1,60,1,1,0,1,3,5,10,1,70,10,NA,1,1,20,1,1,0,0,0.800000011920929,7,0,1,0,NA,0,1
1116323,"dukou42",1,"dukou",0,71,1,1,1,0,1,4,6,0,100,3,NA,1,0,50,1,1,0,1,0,7,0,0,0,NA,0,1
1116324,"dukou42",1,"dukou",0,56,1,1,1,0,0,2,8,1,35,11,NA,1,1,40,1,1,1,0,0.600000023841858,7,0,1,0,NA,0,0
1116326,"dukou42",1,"dukou",1,56,0,1,1,1,0,3,6,0,20,8,50,1,0,50,0,1,0,0,1,7,0,0,0,NA,1,0
1116330,"dukou42",1,"dukou",0,63,1,0,1,1,1,3,7,1,NA,3,NA,0,0,30,1,1,0,0,0.800000011920929,5,0,1,0,NA,0,1
1116331,"dukou42",1,"dukou",1,74,1,1,0,0,1,2,6,1,100,2.5,NA,1,0,40,0,1,0,1,0,7,0,1,0,NA,0,1
1116332,"dukou42",1,"dukou",1,65,1,1,0,1,0,3,14,2,90,9,50,0,0,50,1,1,0,0,0.600000023841858,7,0,1,1,NA,1,0
1116333,"dukou42",1,"dukou",0,52,1,1,1,0,1,1,6,0,40,7,30,1,0,10,1,1,0,1,0.200000002980232,7,0.199999988079071,0,0,NA,1,1
1116334,"dukou42",1,"dukou",0,61,1,0,0,1,0,3,4,0,100,8,40,0,0,50,1,1,0,0,0.200000002980232,5,0.399999976158142,0,0,0,1,0
1116335,"dukou42",1,"dukou",0,71,1,1,1,1,0,3,5,0,100,2,NA,1,0,20,0,1,0,0,0,7,0,0,0,NA,NA,0
1116336,"dukou42",1,"dukou",0,28,1,1,0,1,0,3,5,2,40,8,NA,0,0,30,1,1,0,0,0.600000023841858,7,1,1,1,NA,0,0
1116338,"dukou42",1,"dukou",0,45,1,1,0,1,1,4,5,2,NA,10,NA,0,1,20,1,1,0,0,1,7,0,1,1,NA,0,1
1116340,"dukou42",1,"dukou",1,46,1,0,1,1,1,3,4,1,80,28,50,1,0,50,1,1,0,0,0.800000011920929,5,0,1,0,0,1,1
1116342,"dukou42",1,"dukou",1,61,1,1,1,1,0,4,3,0,NA,3.5,NA,1,1,40,1,1,0,0,0.200000002980232,7,0,0,0,NA,0,0
1116344,"dukou42",1,"dukou",1,60,1,0,0,1,1,4,8,2,30,4,30,0,0,50,1,1,0,0,0.200000002980232,5,0.399999976158142,1,1,0,1,1
1116350,"dukou42",1,"dukou",0,46,1,1,0,0,1,3,5,2,30,16,NA,1,0,10,1,1,0,1,0.600000023841858,7,0.399999976158142,1,1,NA,1,1
1116352,"dukou42",1,"dukou",0,52,1,1,0,0,0,2,4,1,70,10,10,0,1,30,1,1,1,0,0.400000005960464,7,0,1,0,NA,1,0
1116353,"dukou42",1,"dukou",0,50,1,0,0,1,0,4,6,2,100,12,NA,1,1,20,1,1,0,0,0,5,0,1,1,0,0,0
1116357,"dukou42",1,"dukou",1,50,1,0,1,1,0,2,8,1,70,13,14,0,1,40,1,1,0,0,0.600000023841858,5,0,1,0,0,1,0
1116359,"dukou42",1,"dukou",0,41,1,0,0,1,0,1,4,1,60,18,NA,0,0,50,1,1,0,0,0,5,0,1,0,0,0,0
1116363,"dukou42",1,"dukou",1,46,1,1,0,1,0,2,5,2,70,7,30,0,0,30,1,1,0,0,0.200000002980232,7,1,1,1,NA,1,0
1116364,"dukou42",1,"dukou",0,39,1,0,0,1,0,2,5,1,100,38,30,1,1,20,1,1,0,0,0.600000023841858,5,0.399999976158142,1,0,0,1,0
1116365,"dukou42",1,"dukou",0,62,1,0,1,1,1,1,10,1,100,2,NA,0,0,50,1,1,0,0,0.800000011920929,5,0,1,0,0,0,1
1116369,"dukou42",1,"dukou",0,59,1,1,1,0,0,2,3,2,20,3,50,0,0,50,1,1,0,1,0,7,0,1,1,NA,1,0
1116371,"dukou42",1,"dukou",1,46,1,0,0,1,0,1,4,2,60,4,30,1,0,20,1,1,0,0,0.200000002980232,5,0.800000011920929,1,1,0,1,0
1116373,"dukou42",1,"dukou",1,53,1,1,1,1,2,5,6,3,60,10,NA,0,0,30,1,1,0,0,0.800000011920929,7,0,1,1,NA,NA,1
1116374,"dukou42",1,"dukou",1,54,1,1,1,1,0,2,10,2,25,15,40,1,1,20,1,1,0,0,0.400000005960464,7,0.600000023841858,1,1,NA,1,0
1116378,"dukou42",1,"dukou",1,45,1,0,1,1,1,1,5,1,70,13,30,0,0,50,1,1,0,0,1,5,0,1,0,0,1,1
1116380,"dukou42",1,"dukou",1,64,1,1,0,1,0,3,16,1,90,18,NA,0,0,49,1,1,0,0,0.600000023841858,7,0,1,0,NA,1,0
1116384,"dukou42",1,"dukou",0,45,1,1,0,0,0,2,1,1,30,1,NA,0,1,20,1,1,1,0,0.200000002980232,7,0,1,0,NA,NA,0
1116389,"dukou51",1,"dukou",0,31,1,1,1,0,1,4,9,1,100,30,30,0,0,30,1,0,0,1,0.600000023841858,9,0,1,0,NA,1,1
1116390,"dukou51",1,"dukou",1,73,1,0,0,1,1,4,4,2,100,4,50,1,0,20,1,0,0,0,1,5,0.600000023841858,1,1,0,1,1
1116391,"dukou51",1,"dukou",0,46,1,1,1,1,0,5,4,1,30,5,NA,1,1,50,1,0,0,0,0.600000023841858,9,0,1,0,NA,0,0
1116396,"dukou51",1,"dukou",1,70,1,0,0,1,0,0,7,1,100,40,40,1,0,40,1,0,0,0,0.200000002980232,5,1,1,0,0,1,0
1116400,"dukou51",1,"dukou",1,74,1,0,0,1,3,4,6,0,100,8,50,0,0,50,1,0,0,0,0,5,0,0,0,0,1,1
1116401,"dukou51",1,"dukou",0,73,1,0,1,1,2,3,7,0,100,6.3,30,1,1,30,1,0,0,0,0.200000002980232,5,0.399999976158142,0,0,0,1,1
1116402,"dukou51",1,"dukou",0,39,1,1,0,1,0,4,7,2,60,20,NA,0,0,30,0,0,0,0,0.600000023841858,9,0,1,1,NA,1,0
1116404,"dukou51",1,"dukou",0,60,1,0,1,1,3,5,7,1,90,12,50,0,0,20,1,0,0,0,0,5,0,1,0,0,1,1
1116405,"dukou51",1,"dukou",1,79,1,0,1,1,0,2,8,0,100,5,30,0,0,50,1,0,0,0,0.600000023841858,5,0,0,0,1,1,0
1116408,"dukou51",1,"dukou",1,39,1,0,0,1,0,4,7,1,60,10,50,0,0,35,1,0,0,0,0.200000002980232,5,0,1,0,0,1,0
1116409,"dukou51",1,"dukou",0,63,1,1,1,0,1,5,8,1,30,4,30,0,0,50,1,0,0,1,0.600000023841858,9,0,1,0,NA,1,1
1116410,"dukou51",1,"dukou",1,53,1,0,1,1,1,3,3,2,70,3.9,30,0,0,30,1,0,0,0,0.200000002980232,5,0.399999976158142,1,1,0,1,1
1116411,"dukou51",1,"dukou",0,73,1,1,1,1,1,4,10,0,100,6,13,1,1,30,1,0,0,0,1,9,0,0,0,NA,1,1
1116415,"dukou51",1,"dukou",1,62,1,0,0,1,0,2,8,0,100,30,50,1,0,20,1,0,0,0,0,5,0,0,0,0,1,0
1116416,"dukou51",1,"dukou",0,42,1,1,0,1,0,2,5,2,55,7,NA,1,1,50,1,0,0,0,0.200000002980232,9,0.399999976158142,1,1,NA,0,0
1116417,"dukou51",1,"dukou",0,38,1,1,1,1,0,4,5,1,30,6.5,NA,0,1,50,1,0,0,0,0.600000023841858,9,1,1,0,NA,0,0
1116418,"dukou51",1,"dukou",0,60,1,1,0,0,0,4,11,1,100,12,30,0,0,30,1,0,0,1,0.200000002980232,9,0,1,0,NA,1,0
1116420,"dukou51",1,"dukou",1,48,1,0,1,1,1,4,4,2,40,4,NA,1,1,0,1,0,0,0,0.600000023841858,5,0,1,1,0,0,1
1116422,"dukou51",1,"dukou",1,43,1,1,1,0,1,4,4,2,20,5,NA,0,0,30,0,0,1,0,0.200000002980232,9,0,1,1,NA,0,1
1116424,"dukou51",1,"dukou",1,70,1,0,1,1,2,5,5,1,15,2.5,20,1,0,30,1,0,0,0,0,5,0,1,0,0,1,1
1116425,"dukou51",1,"dukou",0,73,1,0,0,1,0,2,2,0,NA,2,NA,0,0,50,1,0,0,0,0,5,0.199999988079071,0,0,0,0,0
1116426,"dukou51",1,"dukou",0,69,1,1,0,1,0,2,8,0,40,8,20,1,1,15,1,0,0,0,0.200000002980232,9,0,0,0,NA,1,0
1116427,"dukou51",1,"dukou",1,66,1,1,1,0,0,4,10,1,20,7,90,0,0,0,0,0,1,0,0.200000002980232,9,0,1,0,NA,1,0
1116429,"dukou51",1,"dukou",0,67,1,1,0,0,0,3,10,1,100,10,40,1,0,20,1,0,0,1,0.200000002980232,9,0,1,0,NA,1,0
1116430,"dukou51",1,"dukou",0,55,1,1,0,0,0,4,9,1,100,12,30,0,0,30,1,0,0,1,0.200000002980232,9,0,1,0,NA,1,0
1116431,"dukou51",1,"dukou",0,40,1,1,0,0,0,3,4,2,60,5,NA,0,1,0,0,0,1,0,0.400000005960464,9,0,1,1,NA,0,0
1116432,"dukou51",1,"dukou",0,61,1,1,1,1,0,2,2,1,70,1.6,NA,0,0,50,1,0,0,0,1,9,0,1,0,NA,0,0
1116435,"dukou51",1,"dukou",0,57,1,1,1,1,0,4,10,1,60,13,NA,0,1,50,1,0,0,0,0.600000023841858,9,0,1,0,NA,0,0
1116442,"dukou51",1,"dukou",1,56,1,1,1,0,1,4,9,1,30,7,40,0,0,70,0,0,1,0,0.200000002980232,9,0.199999988079071,1,0,NA,1,1
1116443,"dukou51",1,"dukou",0,56,1,0,1,1,3,5,10,0,90,11,50,0,1,20,1,0,0,0,0,5,0,0,0,0,1,1
1116444,"dukou51",1,"dukou",1,58,1,1,0,1,1,5,5,1,50,19,NA,1,0,30,1,0,0,0,0.400000005960464,9,0.399999976158142,1,0,NA,1,1
1116445,"dukou51",1,"dukou",0,55,1,1,0,1,1,4,15,2,40,7,20,1,1,10,1,0,0,0,0.600000023841858,9,0,1,1,NA,1,1
1116446,"dukou51",1,"dukou",1,44,1,0,0,1,0,4,6,1,60,10,50,0,0,35,1,0,0,0,0.200000002980232,5,0,1,0,0,1,0
1116448,"dukou51",1,"dukou",0,60,1,1,0,0,1,3,10,0,30,5,NA,0,1,0,0,0,1,0,0.400000005960464,9,0.199999988079071,0,0,NA,0,1
1116449,"dukou51",1,"dukou",1,45,1,1,1,0,0,4,2,1,40,1.3,30,0,0,50,1,0,0,1,0.600000023841858,9,0,1,0,NA,1,0
1116453,"dukou52",1,"dukou",0,58,1,1,1,1,1,2,8,2,100,8,30,1,0,20,0,1,0,0,0,7,0,1,1,NA,1,1
1116456,"dukou52",1,"dukou",0,55,1,1,0,0,0,3,3,1,50,7,NA,0,0,30,1,1,0,1,1,7,0,1,0,NA,0,0
1116459,"dukou52",1,"dukou",0,65,1,0,1,1,0,1,9,0,80,5,20,0,0,50,1,1,0,0,0.800000011920929,5,0,0,0,0,1,0
1116460,"dukou52",1,"dukou",0,41,1,0,0,1,1,1,4,1,40,3.5,40,1,1,36,1,1,0,0,0.600000023841858,5,0,1,0,0,1,1
1116461,"dukou52",1,"dukou",0,41,1,0,1,1,0,1,4,2,60,13,20,1,0,30,1,1,0,0,0.800000011920929,5,1,1,1,0,1,0
1116463,"dukou52",1,"dukou",1,66,1,0,0,1,0,4,3,0,90,3,40,0,0,36,1,1,0,0,0.200000002980232,5,0,0,0,0,1,0
1116464,"dukou52",1,"dukou",0,63,1,1,0,1,0,3,7,1,40,5,60,1,0,50,1,1,0,0,0.600000023841858,7,0,1,0,NA,1,0
1116465,"dukou52",1,"dukou",1,47,1,1,0,1,1,4,5,1,20,2,20,0,0,50,1,1,0,0,0.200000002980232,7,0,1,0,NA,1,1
1116466,"dukou52",1,"dukou",0,47,0,1,0,1,0,3,4,0,20,4,60,0,1,0,1,1,0,0,0.600000023841858,7,0,0,0,NA,1,0
1116467,"dukou52",1,"dukou",0,64,1,1,1,0,0,4,9,0,30,7,50,0,0,50,0,1,1,0,0.200000002980232,7,0,0,0,NA,1,0
1116468,"dukou52",1,"dukou",0,59,1,0,0,1,0,2,7,0,40,6.3,NA,1,1,30,1,1,0,0,0.200000002980232,5,0,0,0,0,0,0
1116471,"dukou52",1,"dukou",0,29,1,1,0,1,0,2,8,1,20,7,60,0,1,0,0,1,0,0,0.400000005960464,7,1,1,0,NA,1,0
1116475,"dukou52",1,"dukou",1,47,1,0,1,1,0,1,3,1,100,6,NA,1,0,20,1,1,0,0,0,5,0,1,0,0,0,0
1116476,"dukou52",1,"dukou",0,39,1,1,1,1,0,2,7,1,90,10,50,0,0,50,0,1,0,0,1,7,0,1,0,NA,1,0
1116480,"dukou52",1,"dukou",0,61,1,0,1,1,2,4,8,0,40,5,20,1,0,30,0,1,0,0,0,5,0,0,0,0,1,1
1116482,"dukou52",1,"dukou",1,68,1,1,0,0,1,5,4,1,70,4,30,1,0,20,1,1,1,0,0.600000023841858,7,0.199999988079071,1,0,NA,1,1
1116483,"dukou52",1,"dukou",0,56,1,0,1,1,3,4,5,0,20,3,20,0,0,30,1,1,0,0,0.800000011920929,5,1,0,0,0,1,1
1116484,"dukou52",1,"dukou",1,60,1,1,1,0,1,4,6,0,100,NA,50,1,0,20,1,1,1,0,0.200000002980232,7,0,0,0,NA,1,1
1116486,"dukou52",1,"dukou",0,67,1,1,0,1,3,4,2,0,100,1.5,NA,0,0,50,1,1,0,0,0,7,0,0,0,NA,0,1
1116487,"dukou52",1,"dukou",1,54,1,1,1,1,0,5,4,0,100,18,60,1,0,40,0,1,0,0,0.200000002980232,7,0,0,0,NA,1,0
1116496,"dukou52",1,"dukou",0,71,1,0,0,1,0,2,7,1,NA,6,NA,1,1,36,1,1,0,0,0.200000002980232,5,0,1,0,0,0,0
1116498,"dukou52",1,"dukou",0,40,1,1,0,0,1,5,2,3,70,3,NA,0,0,20,1,1,0,1,0.400000005960464,7,0,1,1,NA,0,1
1116499,"dukou52",1,"dukou",1,49,1,0,0,1,0,4,6,2,20,5.5,40,1,0,20,1,1,0,0,0.400000005960464,5,0,1,1,0,1,0
1116501,"dukou52",1,"dukou",0,37,1,1,0,0,1,5,7,2,NA,6,30,0,0,50,1,1,0,1,0.200000002980232,7,0.399999976158142,1,1,NA,1,1
1116502,"dukou52",1,"dukou",0,41,1,1,1,1,0,5,3,1,60,4,50,1,0,40,1,1,0,0,0.200000002980232,7,0,1,0,NA,1,0
1116505,"dukou52",1,"dukou",1,50,1,1,1,1,3,4,4,1,30,5,NA,1,0,20,1,1,0,0,0.800000011920929,7,0,1,0,NA,0,1
1116508,"dukou52",1,"dukou",0,73,1,0,1,1,1,2,7,1,90,8,20,0,0,30,1,1,0,0,0.800000011920929,5,0,1,0,NA,1,1
1116509,"dukou52",1,"dukou",1,42,1,0,0,1,0,3,4,2,40,4,NA,1,1,20,1,1,0,0,0.600000023841858,5,0.399999976158142,1,1,0,0,0
1116510,"dukou52",1,"dukou",1,68,1,1,1,0,2,5,3,1,NA,3.4,20,0,0,50,1,1,1,0,0,7,0,1,0,NA,1,1
1116514,"dukou52",1,"dukou",0,60,1,0,0,1,0,2,6,1,50,5,NA,1,1,40,0,1,0,0,0.400000005960464,5,0,1,0,0,0,0
1116516,"dukou52",1,"dukou",0,70,1,0,1,1,0,2,7,0,100,12,NA,1,1,20,1,1,0,0,0.600000023841858,5,0,0,0,1,0,0
1116518,"dukou52",1,"dukou",1,62,1,1,1,0,1,5,7,1,100,24,NA,0,0,30,1,1,0,1,0,7,0,1,0,NA,1,1
1116519,"dukou52",1,"dukou",0,54,1,0,0,1,0,2,7,0,40,4,NA,1,1,30,1,1,0,0,0,5,0,0,0,0,NA,0
1116520,"dukou52",1,"dukou",0,46,1,1,0,0,0,4,5,2,20,5.6,45,0,0,50,1,1,0,1,0.200000002980232,7,0.199999988079071,1,1,NA,1,0
1116521,"dukou52",1,"dukou",1,43,1,0,1,1,0,2,4,1,100,9,50,1,0,40,0,1,0,0,0,5,0,1,0,NA,1,0
1116522,"dukou52",1,"dukou",1,62,1,1,1,1,2,3,2,0,100,2,70,0,0,50,1,1,0,0,0.400000005960464,7,0,0,0,NA,1,1
1116816,"dukou8",1,"dukou",0,60,1,0,1,1,1,3,5,1,30,2.5,20,0,0,30,0,1,0,0,0.800000011920929,5,0,1,0,0,1,1
1116817,"dukou8",1,"dukou",1,33,1,0,1,1,0,0,6,1,90,25,30,1,0,20,0,1,0,0,0.600000023841858,5,0,1,0,0,1,0
1116818,"dukou8",1,"dukou",1,80,1,1,1,1,1,3,3,0,100,6,NA,0,0,50,1,1,0,0,1,7,0,0,0,NA,0,1
1116819,"dukou8",1,"dukou",0,55,1,0,0,1,1,4,2,1,100,18,NA,1,0,0,1,1,0,0,0.600000023841858,5,0.399999976158142,1,0,0,0,1
1116820,"dukou8",1,"dukou",1,63,1,1,0,0,1,4,6,2,90,9.1,50,0,0,50,1,1,0,1,0.400000005960464,7,0,1,1,NA,1,1
1116823,"dukou8",1,"dukou",0,64,1,1,1,0,1,3,4,1,40,6,20,0,0,10,1,1,1,0,0.200000002980232,7,0.399999976158142,1,0,NA,1,1
1116825,"dukou8",1,"dukou",0,53,1,0,0,1,2,3,7,2,50,7,20,1,0,30,1,1,0,0,0.600000023841858,5,0,1,1,0,1,1
1116826,"dukou8",1,"dukou",1,43,1,0,1,1,1,2,4,2,100,5,NA,0,0,50,0,1,0,0,0.800000011920929,5,0,1,1,0,0,1
1116831,"dukou8",1,"dukou",0,58,1,1,0,0,0,3,3,2,90,11,NA,0,1,40,1,1,0,1,0.600000023841858,7,0,1,1,NA,0,0
1116834,"dukou8",1,"dukou",1,59,1,0,1,1,2,2,3,0,60,7,NA,0,0,50,1,1,0,0,0.800000011920929,5,0.399999976158142,0,0,0,0,1
1116838,"dukou8",1,"dukou",1,43,1,1,1,1,0,2,3,1,40,3.9,NA,1,0,20,1,1,0,0,0.400000005960464,7,0,1,0,NA,0,0
1116845,"dukou8",1,"dukou",0,70,1,1,0,1,1,4,2,0,100,2.6,NA,0,0,30,1,1,0,0,0.200000002980232,7,0,0,0,NA,0,1
1116846,"dukou8",1,"dukou",0,36,1,0,0,1,1,4,4,2,60,6.2,20,1,0,20,0,1,0,0,0.600000023841858,5,0,1,1,0,1,1
1116847,"dukou8",1,"dukou",0,82,1,1,1,0,0,3,6,0,100,7,NA,1,0,50,0,1,0,1,0,7,0,0,0,NA,0,0
1116852,"dukou8",1,"dukou",0,55,1,1,0,1,0,4,6,0,40,7,15,0,1,50,0,1,0,0,0,7,0,0,0,NA,1,0
1116854,"dukou8",1,"dukou",0,72,1,1,0,1,1,3,5,0,100,6,40,1,0,70,0,1,0,0,0,7,0,0,0,NA,1,1
1116855,"dukou8",1,"dukou",0,34,1,1,0,0,0,4,2,1,60,6,30,0,0,30,1,1,1,0,0.600000023841858,7,0.600000023841858,1,0,NA,1,0
1116856,"dukou8",1,"dukou",0,45,1,1,1,0,1,3,3,0,100,30,20,1,0,20,1,1,0,1,0.200000002980232,7,0,0,0,NA,1,1
1116858,"dukou8",1,"dukou",1,54,1,0,0,1,0,5,6,1,60,5,NA,0,0,50,1,1,0,0,0.200000002980232,5,0,1,0,1,0,0
1116859,"dukou8",1,"dukou",0,62,1,1,0,0,0,3,6,0,70,7,NA,1,0,40,1,1,1,0,0,7,0,0,0,NA,0,0
1118003,"huangshan1",1,"huangshan",0,65,1,0,0,1,0,3,4,1,100,2,NA,0,1,50,1,0,0,0,0,9,0,1,0,1,0,0
1118004,"huangshan1",1,"huangshan",0,41,1,0,0,1,1,4,4,1,60,12,NA,0,1,20,0,0,0,0,0.600000023841858,9,1,1,0,0,0,1
1118005,"huangshan1",1,"huangshan",0,46,1,0,1,1,3,4,3,2,70,13,10,0,0,1,1,0,0,0,0.800000011920929,9,0,1,1,0,1,1
1118006,"huangshan1",1,"huangshan",0,33,1,1,1,0,2,3,5,1,45,10,25,0,1,20,0,0,1,0,0.200000002980232,13,0,1,0,NA,1,1
1118009,"huangshan1",1,"huangshan",0,47,1,0,1,1,1,2,4,2,60,7.5,NA,0,1,50,1,0,0,0,0.800000011920929,9,0,1,1,0,0,1
1118010,"huangshan1",1,"huangshan",1,41,1,1,0,0,1,3,4,2,20,3,15,0,1,40,1,0,1,0,0.600000023841858,13,0.399999976158142,1,1,NA,1,1
1118012,"huangshan1",1,"huangshan",0,73,1,1,0,1,0,5,10,0,100,3,NA,1,1,50,1,0,0,0,0,13,0,0,0,NA,0,0
1118013,"huangshan1",1,"huangshan",0,58,1,1,0,1,1,5,7,1,30,3,50,0,0,30,1,0,0,0,0.600000023841858,13,0,1,0,NA,1,1
1118014,"huangshan1",1,"huangshan",0,51,1,0,0,1,1,4,3,1,45,15,NA,0,0,30,0,0,0,0,0.200000002980232,9,1,1,0,0,0,1
1118016,"huangshan1",1,"huangshan",1,76,1,1,1,1,0,2,3,0,100,5,NA,0,1,20,1,0,0,0,0,13,0,0,0,NA,0,0
1118020,"huangshan1",1,"huangshan",1,38,1,1,0,1,2,2,4,1,60,10.8,NA,0,1,0,1,0,0,0,0.200000002980232,13,0,1,0,NA,0,1
1118021,"huangshan1",1,"huangshan",1,63,1,1,0,0,0,4,6,1,60,7,30,1,1,50,1,0,0,1,0.400000005960464,13,0,1,0,NA,1,0
1118023,"huangshan1",1,"huangshan",0,58,1,0,0,1,0,2,2,1,85,4.2,5,0,1,0,1,0,0,0,0.200000002980232,9,0.199999988079071,1,0,0,1,0
1118026,"huangshan1",1,"huangshan",1,68,1,1,0,0,1,2,2,1,100,2,20,1,1,20,1,0,1,0,0.200000002980232,13,0,1,0,NA,1,1
1118028,"huangshan1",1,"huangshan",1,65,1,1,0,1,2,5,6,3,60,10,NA,0,0,50,1,0,0,0,1,13,0.200000002980232,1,1,NA,NA,1
1118030,"huangshan1",1,"huangshan",0,58,1,1,0,1,1,3,6,0,75,14,NA,0,0,40,1,0,0,0,1,13,0,0,0,NA,0,1
1118034,"huangshan1",1,"huangshan",0,72,1,0,1,1,3,4,10,0,100,3,10,0,0,50,0,0,0,0,0.800000011920929,9,0,0,0,0,1,1
1118038,"huangshan1",1,"huangshan",0,47,1,0,0,1,1,4,2,2,85,20,NA,0,1,20,0,0,0,0,0.600000023841858,9,0.399999976158142,1,1,0,0,1
1118039,"huangshan1",1,"huangshan",0,45,1,1,0,0,0,3,5,1,80,12,2,0,0,30,1,0,1,0,0.600000023841858,13,0,1,0,NA,1,0
1118043,"huangshan1",1,"huangshan",1,67,1,1,1,1,1,3,2,3,70,5.5,NA,0,0,50,1,0,0,0,0.200000002980232,13,0,1,1,NA,0,1
1118045,"huangshan1",1,"huangshan",0,40,1,0,0,1,2,4,5,1,100,9,NA,0,1,40,1,0,0,0,0.600000023841858,9,0,1,0,0,0,1
1118046,"huangshan1",1,"huangshan",1,39,1,1,1,0,2,5,6,3,20,1.2,30,0,0,50,1,0,1,0,0.200000002980232,13,0,1,1,NA,1,1
1118047,"huangshan1",1,"huangshan",0,44,1,0,1,1,1,4,4,1,65,7.5,NA,0,1,1,1,0,0,0,0.600000023841858,9,0,1,0,0,0,1
1118049,"huangshan1",1,"huangshan",0,53,1,0,1,1,1,4,4,1,95,13,NA,0,1,0,1,0,0,0,0.800000011920929,9,0,1,0,0,0,1
1118055,"huangshan2",1,"huangshan",0,59,1,1,1,1,0,3,6,2,40,4,NA,1,0,20,1,0,0,0,0.600000023841858,16,0,1,1,NA,0,0
1118056,"huangshan2",1,"huangshan",0,72,1,1,1,0,1,4,4,0,100,7,NA,1,1,50,1,0,0,1,0.400000005960464,13,0.399999976158142,0,0,NA,0,1
1118060,"huangshan2",1,"huangshan",0,55,1,1,1,0,0,5,5,2,100,15,NA,1,1,50,0,0,0,1,0.400000005960464,13,0,1,1,NA,1,0
1118061,"huangshan2",1,"huangshan",0,65,1,0,0,1,1,5,6,1,90,14,NA,1,1,20,1,0,0,0,0.400000005960464,9,0,1,0,0,0,1
1118062,"huangshan2",1,"huangshan",1,70,1,1,0,0,0,5,6,0,90,13.5,10,1,1,30,1,0,1,0,0.600000023841858,13,0,0,0,NA,1,0
1118064,"huangshan2",1,"huangshan",1,69,1,0,1,1,2,4,4,0,85,10,NA,0,1,20,1,0,0,0,0.800000011920929,9,0,0,0,0,0,1
1118065,"huangshan2",1,"huangshan",0,38,1,1,1,0,1,4,9,1,80,13,20,0,1,50,0,0,0,1,1,13,0,1,0,NA,1,1
1118066,"huangshan2",1,"huangshan",0,41,1,1,0,0,2,3,4,1,100,25,NA,0,1,40,1,0,0,1,0.200000002980232,13,0,1,0,NA,1,1
1118067,"huangshan2",1,"huangshan",1,40,1,0,1,1,0,2,9,1,100,26,15,0,0,50,0,0,0,0,0.800000011920929,9,0.399999976158142,1,0,0,1,0
1118068,"huangshan2",1,"huangshan",0,59,1,1,1,1,1,5,6,0,100,8,NA,1,1,20,1,0,0,0,0,13,0,0,0,NA,0,1
1118069,"huangshan2",1,"huangshan",1,53,1,0,1,1,1,3,4,1,100,30,5,0,0,0,1,0,0,0,0.800000011920929,9,0.399999976158142,1,0,0,1,1
1118070,"huangshan2",1,"huangshan",0,48,1,0,0,1,0,4,3,1,100,8,5,0,1,20,1,0,0,0,0.600000023841858,9,0,1,0,0,1,0
1118071,"huangshan2",1,"huangshan",1,54,1,1,0,1,2,5,1,0,60,10,NA,0,0,50,1,0,0,0,1,13,0.200000002980232,0,0,NA,NA,1
1118072,"huangshan2",1,"huangshan",0,58,1,1,1,0,0,2,8,1,100,20,NA,0,1,40,1,0,1,0,0.200000002980232,13,0,1,0,NA,1,0
1118074,"huangshan2",1,"huangshan",0,67,1,1,1,1,1,2,5,0,20,5,NA,1,1,50,1,0,0,0,1,13,0,0,0,NA,0,1
1118075,"huangshan2",1,"huangshan",0,63,1,0,0,1,0,5,9,4,14,3,20,0,1,20,1,0,0,0,0.400000005960464,9,0,1,1,0,1,0
1118076,"huangshan2",1,"huangshan",0,63,1,0,0,1,0,4,3,1,100,10,5,1,1,30,1,0,0,0,0,9,0,1,0,0,1,0
